year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2022,Honda,Civic,30997.0,Sedan,CVT,FWD,white,black,5,4,gasoline,25763,7.8,6.4,2.4,4.0,Inline,3
2017,Cadillac,ATS-V,29000.0,Sedan,Manual,RWD,blue,black,5,4,gasoline,67413,10.8,8.7,2.4,4.0,Inline,2
2019,Chevrolet,Malibu,85100.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,17150,8.2,6.6,2.4,4.0,Inline,3
2014,Nissan,Rogue,175000.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,8395,10.8,8.7,2.4,4.0,Inline,3
2017,Mercedes-Benz,GLE,71000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,48709,13.6,10.2,2.4,6.0,V-Engine,1
2017,Tesla,Model,45000.0,SUV,Automatic,4X4,white,black,6,4,electric,42599,0.0,8.7,0.0,0.0,Electric,3
2018,Hyundai,Santa,75356.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27638,13.0,9.7,3.3,6.0,Inline,1
2017,Chevrolet,Corvette,10684.0,Convertible,Automatic,RWD,black,black,2,2,gasoline,65886,14.7,8.95,2.4,8.0,Inline,3
2022,Ford,Bronco,250.0,SUV,Manual,4X4,black,black,5,4,gasoline,49320,13.5,12.5,2.3,4.0,Inline,2
2013,BMW,3,176350.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,6892,9.0,6.0,2.0,4.0,V-Engine,3
2010,Nissan,Murano,229000.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,4066,10.8,8.7,2.4,4.0,Inline,3
2019,Mazda,Mazda3,94139.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,9563,9.1,6.699999999999999,2.5,4.0,Inline,4
2012,Chevrolet,Cruze,112000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,7950,8.2,5.4,2.4,4.0,Inline,1
2022,Kia,Sorento,9497.0,SUV,Automatic,4X4,black,black,5,4,hybrid,49576,6.4,7.0,2.4,4.0,Inline,2
2018,Nissan,Rogue,42544.0,SUV,CVT,4X4,black,black,5,4,gasoline,24045,9.7,7.4,2.5,4.0,Inline,2
2011,Hyundai,Santa,225010.0,SUV,Automatic,4X4,black,black,5,4,gasoline,6142,10.6,7.7,2.4,6.0,V-Engine,3
2011,Nissan,Pathfinder,169000.0,SUV,Automatic,4X4,gray,gray,7,4,gasoline,11685,14.9,10.3,4.0,4.0,Other,2
2023,Ford,Edge,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,37339,10.8,8.7,2.7,6.0,V-Engine,3
2021,Audi,Q7,78912.0,SUV,Automatic,4X4,gray,black,5,4,hybrid,66805,13.4,10.4,3.0,6.0,V-Engine,2
2021,Volvo,XC90,29853.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,43056,10.8,8.7,2.4,4.0,Inline,3
2015,Infiniti,QX60,170000.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,10591,12.2,8.9,2.4,6.0,Inline,3
2019,Volkswagen,Golf,70957.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,28715,10.8,8.1,2.4,4.0,Inline,1
2015,Audi,Q7,122000.0,SUV,Automatic,4X4,black,black,7,4,diesel,14142,12.6,8.5,2.4,6.0,V-Engine,3
2018,Nissan,Sentra,50537.0,Sedan,Manual,FWD,black,black,5,2,gasoline,19039,10.8,8.7,1.8,4.0,V-Engine,2
2020,Kia,Sportage,65678.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27514,10.8,9.1,2.4,4.0,Inline,2
2016,Hyundai,Sonata,132799.0,Sedan,Automatic,FWD,silver,black,5,4,hybrid,11772,10.8,8.7,2.0,4.0,Inline,3
2018,Nissan,Rogue,99301.0,SUV,Automatic,4X4,white,black,5,4,gasoline,23811,9.7,7.4,2.5,4.0,Inline,2
2020,Audi,Q3,21358.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,11727,12.3,8.6,2.4,4.0,Inline,4
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,white,black,5,4,diesel,71036,11.1,10.2,3.0,4.0,Other,1
2023,Audi,A4,1500.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,59889,10.8,8.7,2.0,4.0,Inline,2
2021,BMW,M3,19441.0,Sedan,Automatic,RWD,black,orange,5,4,gasoline,119176,10.8,8.7,2.4,6.0,Inline,1
2011,Jeep,Compass,145800.0,SUV,CVT,4X4,white,black,5,4,gasoline,4859,9.55,7.35,2.4,4.0,Inline,3
2016,Subaru,Impreza,92056.0,Wagon,Automatic,4X4,black,black,5,4,gasoline,10985,8.5,6.4,2.4,4.0,Inline,3
2014,Porsche,Cayenne,42000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,16074,14.2,9.6,2.4,8.0,Inline,3
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,white,black,6,4,gasoline,64911,12.9,11.5,2.4,4.0,Inline,2
2016,Kia,Forte,138561.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,15534,9.6,7.050000000000001,2.0,4.0,Inline,1
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,44532,13.4,10.1,2.4,6.0,V-Engine,3
2014,Mercedes-Benz,SL-Class,100224.0,Convertible,Automatic,RWD,black,beige,2,2,gasoline,17543,13.1,9.4,2.4,4.0,Other,4
2019,Kia,Stinger,60120.0,Hatchback,Automatic,4X4,blue,black,5,2,gasoline,38258,12.7,9.6,2.4,4.0,Other,2
2013,Volvo,XC90,222000.0,SUV,Automatic,4X4,yellow,black,5,4,gasoline,3947,10.8,8.7,2.4,4.0,Inline,4
2015,Audi,S3,82000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,14325,10.8,8.7,2.4,4.0,Inline,3
2023,Jeep,Wrangler,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,26852,13.8,10.1,3.6,6.0,V-Engine,4
2023,Chevrolet,Silverado,25.0,Truck,Automatic,4X4,black,black,5,4,gasoline,64879,12.9,11.5,2.7,4.0,Inline,2
2014,Honda,Accord,238000.0,Sedan,CVT,FWD,white,black,5,4,gasoline,17025,7.8,5.7,2.4,4.0,Other,2
2021,Audi,A5,17500.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,33490,10.8,8.7,2.0,4.0,Other,3
2014,Audi,A7,243845.0,Hatchback,Automatic,4X4,white,black,5,4,diesel,25308,10.8,8.7,2.4,6.0,V-Engine,2
2018,Hyundai,Sonata,95589.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,21106,9.8,6.9,2.4,4.0,Inline,2
2017,Infiniti,Q50,70000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,7826,10.8,8.7,2.4,4.0,Inline,4
2020,Subaru,BRZ,33200.0,Coupe,Manual,RWD,blue,black,5,2,gasoline,30690,11.2,8.2,2.4,4.0,Inline,2
2020,Nissan,Murano,34499.0,SUV,CVT,4X4,white,gray,5,4,gasoline,38031,11.7,8.5,2.4,6.0,V-Engine,2
2020,Hyundai,Tucson,51019.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,29704,10.8,9.2,2.4,4.0,Inline,2
2019,BMW,4,41914.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,21938,11.4,7.6,3.0,4.0,Other,3
2019,Nissan,Qashqai,60265.0,SUV,CVT,4X4,black,black,5,4,gasoline,24403,9.1,7.6,2.0,4.0,Inline,2
2023,Jeep,WRANGLER,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,41926,11.5,9.9,2.0,4.0,Inline,3
2010,Mercedes-Benz,S-Class,119862.0,Sedan,Automatic,RWD,white,beige,5,4,hybrid,27717,11.0,7.7,2.4,6.0,V-Engine,1
2021,Honda,Civic,3200.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,21677,10.8,8.7,2.4,4.0,Inline,3
2013,Mercedes-Benz,GLK-Class,75125.0,SUV,Automatic,4X4,white,black,5,4,gasoline,17236,11.1,8.1,2.4,6.0,V-Engine,2
2019,Honda,Civic,79413.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,27922,7.9,6.1,2.0,4.0,Inline,1
2018,Volkswagen,Tiguan,116160.0,SUV,Automatic,4X4,white,black,7,4,gasoline,29755,11.3,8.8,2.4,4.0,Inline,1
2020,GMC,Canyon,77400.0,Truck,Automatic,4X4,white,gray,5,4,diesel,40795,14.0,9.9,3.6,4.0,Other,1
2016,BMW,X4,95011.0,SUV,Automatic,4X4,blue,brown,5,4,gasoline,15909,11.7,8.4,2.4,4.0,Inline,3
2016,BMW,5,123000.0,Sedan,Automatic,4X4,gray,brown,5,4,diesel,27236,9.2,6.3,2.4,6.0,Inline,2
2017,Ford,Explorer,68356.0,SUV,Automatic,4X4,white,black,5,4,gasoline,9557,14.4,10.5,2.4,6.0,V-Engine,4
2021,MINI,COOPER,7849.0,Hatchback,Automatic,FWD,white,black,5,3,electric,26842,0.0,8.7,2.4,0.0,Electric,3
2017,Hyundai,Santa,130901.0,SUV,Automatic,4X4,black,black,5,4,gasoline,27421,12.5,9.6,2.0,4.0,Other,1
2017,Chevrolet,Cruze,157200.0,Sedan,Automatic,FWD,white,black,5,4,hybrid,17062,10.8,8.7,2.4,4.0,Inline,2
2022,Porsche,911,890.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,298427,10.8,8.7,2.4,4.0,Inline,2
2023,Volvo,S60,177.0,Sedan,Automatic,4X4,silver,gray,5,4,gasoline,68736,10.8,8.7,2.0,4.0,Inline,2
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,black,black,6,4,gasoline,64982,12.9,11.5,2.4,4.0,Inline,2
2018,Nissan,LEAF,81375.0,Hatchback,Automatic,FWD,white,black,5,4,electric,29270,0.0,8.7,0.0,0.0,Electric,2
2019,BMW,X5,63874.0,SUV,Automatic,4X4,white,black,7,4,gasoline,57385,11.7,9.1,2.4,6.0,Inline,2
2015,Volkswagen,Tiguan,154930.0,SUV,Automatic,4X4,white,black,5,4,gasoline,14715,10.3,7.9,2.0,4.0,Other,2
2016,Tesla,Model,353450.0,Sedan,Automatic,4X4,red,brown,5,4,electric,75884,0.0,8.7,0.0,0.0,Electric,1
2012,Fisker,Karma,80000.0,Sedan,Automatic,RWD,blue,black,5,4,electric,56239,0.0,8.7,2.4,0.0,Electric,2
1981,GMC,1500,175000.0,Truck,Automatic,4X4,yellow,black,5,2,gasoline,17303,10.8,8.7,2.4,4.0,Inline,1
2021,Honda,Civic,31831.0,Sedan,CVT,FWD,blue,black,5,4,gasoline,30593,7.9,6.1,2.4,4.0,Inline,2
2012,Volkswagen,Tiguan,136000.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,8564,10.9,7.9,2.4,4.0,Inline,3
2023,Honda,HR-V,1209.0,SUV,CVT,4X4,gray,black,5,4,gasoline,25334,10.8,8.7,2.0,4.0,Inline,3
2022,Hyundai,Palisade,20543.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,41973,12.3,9.6,2.4,6.0,V-Engine,3
2020,Hyundai,Tucson,58743.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,32191,10.8,9.2,2.4,4.0,Inline,1
2019,Mercedes-Benz,GLE63,45184.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,83200,17.2,12.8,5.5,8.0,Inline,2
2021,Honda,Civic,29881.0,Compact,CVT,FWD,silver,black,5,4,gasoline,30246,8.2,6.5,2.0,4.0,Inline,2
2018,Ford,F-150,110368.0,Truck,Automatic,4X4,black,gray,5,4,gasoline,24991,10.8,8.7,2.7,6.0,Inline,3
2020,Mazda,CX-3,47982.0,SUV,Automatic,FWD,black,black,5,4,gasoline,27270,8.3,6.9,2.4,4.0,Inline,2
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,other,black,5,4,gasoline,62474,10.8,8.7,2.4,6.0,V-Engine,2
1967,Chevrolet,Chevelle,19205.0,SUV,Automatic,RWD,other,black,5,2,gasoline,24168,10.8,8.7,7.4,8.0,Inline,4
2021,Chevrolet,Silverado,35851.0,Truck,Automatic,RWD,white,black,2,2,gasoline,33995,16.6,13.3,2.4,6.0,V-Engine,3
2021,Hyundai,Sonata,53264.0,Sedan,Automatic,4X4,other,black,5,4,gasoline,22421,8.8,6.4,2.4,4.0,Inline,3
2019,Nissan,Sentra,23942.0,Compact,CVT,FWD,black,black,5,4,gasoline,14228,10.8,8.7,1.8,4.0,Inline,3
2018,Ford,Escape,60254.0,SUV,Automatic,FWD,other,black,5,4,gasoline,24713,10.2,7.8,2.4,4.0,Inline,1
2022,Jeep,Cherokee,0.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,54541,12.9,9.7,2.4,6.0,V-Engine,1
2021,Tesla,Model,7860.0,Sedan,Automatic,4X4,blue,black,5,2,electric,38718,0.0,8.7,0.0,0.0,Electric,3
2021,Volkswagen,Tiguan,54354.0,SUV,Automatic,4X4,white,black,5,4,gasoline,35979,11.0,8.6,2.4,4.0,Inline,2
2018,GMC,Canyon,107046.0,Truck,Automatic,4X4,black,black,5,4,gasoline,35810,14.1,10.0,3.6,6.0,Inline,2
2019,Volvo,XC40,62075.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37402,10.8,8.7,2.4,4.0,Inline,2
2022,Hyundai,Palisade,5338.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,42628,12.3,9.6,2.4,6.0,V-Engine,3
2018,Nissan,LEAF,69350.0,Sedan,Automatic,FWD,white,black,5,4,electric,19963,0.0,8.7,0.0,0.0,Electric,3
2017,BMW,M3,49100.0,Sedan,Automatic,RWD,black,white,5,4,gasoline,38564,13.7,9.1,2.4,6.0,Inline,3
2017,Ford,Explorer,112123.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,26016,13.1,9.2,2.4,4.0,Inline,2
2018,Hyundai,Tucson,89000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,16440,11.0,9.1,2.4,4.0,Inline,3
2022,Mitsubishi,Outlander,23000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,44398,10.8,8.7,2.4,4.0,Inline,1
2009,Chevrolet,Corvette,6473.0,Coupe,Manual,RWD,yellow,black,5,2,gasoline,132236,15.6,10.2,2.4,8.0,Inline,2
2020,Porsche,Cayenne,43000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,27968,12.9,10.4,2.9,4.0,Other,4
2019,Honda,Civic,66911.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,17514,7.9,6.1,2.0,4.0,Inline,3
2020,Nissan,Rogue,83507.0,SUV,Automatic,4X4,black,black,5,2,gasoline,19515,9.6,7.5,2.5,4.0,Inline,3
2023,Jeep,Wrangler,27.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,68538,10.8,8.7,3.6,6.0,V-Engine,1
2023,Ford,Explorer,61.0,SUV,Automatic,4X4,black,black,5,4,gasoline,62110,11.7,8.6,2.4,4.0,Inline,2
2016,Acura,TLX,117699.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,12349,9.6,6.6,2.4,4.0,Inline,3
2023,Volvo,XC60,2654.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,25073,10.8,8.7,2.0,4.0,Inline,4
2008,Chevrolet,Equinox,106000.0,SUV,Automatic,FWD,other,gray,5,4,gasoline,8176,12.2,8.3,2.4,6.0,V-Engine,1
2017,Honda,Civic,153458.0,Coupe,Automatic,FWD,blue,gray,5,2,gasoline,22262,7.5,5.9,2.4,4.0,Inline,2
2023,Alfa Romeo,Romeo,65.0,Sedan,Automatic,4X4,red,black,5,4,gasoline,23043,10.5,7.7,2.4,4.0,Inline,4
2016,Dodge,Grand,180106.0,Van,Automatic,FWD,silver,gray,5,4,gasoline,15941,13.7,9.4,3.6,6.0,V-Engine,2
2018,Karma,Revero,55900.0,Sedan,Automatic,RWD,silver,black,4,4,hybrid,79183,10.8,8.7,0.0,0.0,Electric,2
2015,Chevrolet,Suburban,210000.0,SUV,Automatic,4X4,black,black,8,4,gasoline,11036,15.4,10.8,2.4,8.0,Inline,4
2019,Porsche,911,32773.0,Coupe,Automatic,RWD,silver,black,4,2,gasoline,104932,12.1,8.3,2.4,6.0,Inline,3
2019,Honda,Accord,126927.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,31920,10.4,7.4,2.4,4.0,Inline,2
2012,Volkswagen,Jetta,137000.0,Sedan,Manual,FWD,gray,black,5,4,gasoline,9785,10.8,8.7,2.4,4.0,Inline,2
2023,Jeep,Wrangler,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,69290,11.5,10.05,2.0,4.0,Inline,1
2023,GMC,Sierra,4.0,Truck,Automatic,4X4,black,black,5,2,gasoline,81168,14.8,11.8,5.3,8.0,Inline,1
2023,Jeep,Grand,4995.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,93902,16.7,10.9,5.7,8.0,V-Engine,1
2017,Hyundai,Sonata,167450.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,18885,9.7,6.95,2.4,4.0,Other,1
2018,Volkswagen,Atlas,96232.0,SUV,Automatic,FWD,black,black,5,4,gasoline,32392,10.8,8.9,2.0,4.0,Other,2
2023,Mitsubishi,RVR,17.0,SUV,CVT,4X4,gray,black,5,4,gasoline,22511,10.3,8.3,2.4,4.0,V-Engine,3
2012,Porsche,911,77622.0,Convertible,Automatic,4X4,silver,black,5,4,gasoline,28051,10.8,8.7,2.4,6.0,Inline,4
2014,Dodge,Grand,114500.0,Van,Automatic,FWD,yellow,gray,5,4,gasoline,14229,12.2,7.9,3.6,4.0,Other,2
2006,Subaru,Impreza,296000.0,Wagon,Automatic,4X4,gray,black,5,4,gasoline,1978,10.4,7.8,2.4,4.0,Inline,2
2020,Dodge,Challenger,34164.0,Coupe,Automatic,RWD,red,black,5,2,gasoline,33796,12.4,7.8,3.6,6.0,V-Engine,3
2008,Dodge,Grand,178100.0,Van,Automatic,FWD,black,black,2,4,gasoline,1653,12.0,8.2,2.4,6.0,V-Engine,4
2020,Honda,CR-V,59082.0,SUV,CVT,4X4,blue,black,5,4,gasoline,14906,8.7,7.4,1.5,4.0,Inline,4
2015,Volkswagen,Tiguan,125000.0,SUV,Manual,FWD,gray,black,5,4,gasoline,14898,13.0,9.0,2.4,4.0,Inline,2
2023,Jeep,Cherokee,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,56344,11.8,9.2,2.4,4.0,Inline,2
2016,GMC,Sierra,168000.0,Truck,Automatic,4X4,black,black,5,4,diesel,38237,10.8,8.7,2.4,4.0,Inline,2
2000,Ford,Excursion,390000.0,SUV,Automatic,4X4,green,brown,8,4,diesel,11385,10.8,8.7,2.4,8.0,Inline,3
2015,Mazda,Mazda6,88052.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,18197,9.100000000000001,6.25,2.5,4.0,Inline,1
2020,Hyundai,Santa,84837.0,SUV,Automatic,4X4,white,black,5,2,gasoline,13416,11.3,8.8,2.4,4.0,Other,4
2022,Ford,Expedition,0.0,SUV,Automatic,4X4,black,black,5,4,gasoline,109972,14.7,11.2,3.5,6.0,V-Engine,1
2009,Honda,Accord,125743.0,Coupe,Manual,FWD,blue,black,5,2,gasoline,10013,10.8,8.7,2.4,4.0,Other,1
2022,Hyundai,Kona,23629.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31491,8.5,7.2,2.4,4.0,Inline,2
2021,Mazda,CX-3,51400.0,Wagon,Automatic,4X4,blue,black,5,4,gasoline,32917,8.6,7.4,2.0,4.0,V-Engine,1
2019,Audi,A3,95410.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,34342,9.7,7.5,2.4,4.0,Inline,1
2023,Ford,F-150,27.0,Truck,Automatic,4X4,white,black,5,4,hybrid,78329,9.8,9.7,3.5,6.0,Hybrid,2
2018,Maserati,Ghibli,31970.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,64546,14.7,9.8,3.0,6.0,V-Engine,2
2022,Jeep,Cherokee,18.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,49709,12.2,8.6,3.2,6.0,V-Engine,2
2022,GMC,Sierra,7.0,Truck,Automatic,4X4,white,black,5,2,gasoline,75247,15.4,12.3,5.3,8.0,Inline,1
2023,Chevrolet,Silverado,16.0,Truck,Automatic,4X4,black,black,5,2,gasoline,47413,12.9,11.5,2.7,4.0,Inline,3
2013,Mazda,CX-5,310000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,9303,8.0,6.4,2.4,4.0,Inline,3
2021,Mazda,CX-30,25458.0,SUV,Automatic,FWD,black,black,5,4,gasoline,24404,9.3,7.1,2.4,4.0,Inline,3
2014,Ford,Fiesta,82000.0,Sedan,Manual,FWD,gray,gray,5,4,gasoline,9315,8.0,6.0,2.4,3.0,Inline,2
2017,BMW,X5,74919.0,SUV,Automatic,4X4,white,black,7,4,gasoline,21500,13.0,9.8,2.4,6.0,Inline,3
2013,Volkswagen,Jetta,80300.0,Sedan,Manual,FWD,white,black,5,4,gasoline,10623,9.1,6.0,2.4,4.0,Inline,2
2019,Volvo,XC90,29826.0,SUV,Automatic,4X4,white,black,7,4,gasoline,47924,10.8,8.7,2.4,4.0,Inline,2
2020,Hyundai,Tucson,24127.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,21078,10.8,9.2,2.4,4.0,Inline,3
2019,Ford,Escape,88572.0,SUV,Automatic,FWD,white,black,5,4,gasoline,24327,10.2,7.8,1.5,4.0,Inline,2
2013,Kia,Rio,189774.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,8853,6.949999999999999,5.4,1.6,4.0,Other,1
2023,Jeep,Grand,250.0,SUV,Automatic,4X4,black,black,5,4,gasoline,86076,12.3,9.2,3.6,6.0,V-Engine,2
2014,Jaguar,F-Type,80000.0,Convertible,Automatic,RWD,black,black,5,2,gasoline,59196,10.8,8.7,2.4,4.0,Inline,2
2022,Mercedes-Benz,CLA,16000.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,49219,11.8,8.4,2.0,4.0,Other,3
2018,Nissan,Murano,76980.0,Wagon,Automatic,FWD,metallic,black,5,4,gasoline,30686,11.0,8.3,2.4,6.0,V-Engine,1
2012,Cadillac,SRX,209902.0,SUV,Automatic,4X4,black,black,5,4,gasoline,12910,13.2,8.8,2.4,6.0,V-Engine,1
2009,Hyundai,Accent,193000.0,Sedan,Automatic,FWD,brown,black,5,4,gasoline,5756,10.8,8.7,2.4,4.0,Inline,2
2018,Ford,Escape,64040.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,24707,10.7,8.3,2.4,4.0,Inline,1
2018,Honda,Civic,92328.0,Sedan,CVT,FWD,silver,black,5,4,gasoline,16526,7.8,6.0,2.0,4.0,V-Engine,3
2019,MINI,Cooper,36943.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,31707,10.2,7.4,2.0,4.0,Other,1
2023,Volvo,XC60,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,85675,10.8,8.7,2.4,4.0,Inline,1
2012,Chevrolet,Cruze,127964.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,4505,8.2,5.4,1.4,4.0,Inline,3
2019,Subaru,WRX,63472.0,Sedan,Manual,4X4,blue,black,5,4,gasoline,14462,11.3,8.5,2.0,4.0,Other,4
2015,Audi,S5,136000.0,Coupe,Automatic,4X4,silver,black,5,2,gasoline,26815,13.0,8.5,3.0,4.0,Other,2
2016,Acura,ILX,104368.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,21865,9.3,6.6,2.4,4.0,Inline,1
2022,Honda,Pilot,20662.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,57392,12.3,9.5,2.4,6.0,V-Engine,2
2019,Porsche,Macan,58862.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,61276,12.2,10.2,2.4,4.0,Inline,2
2019,Volkswagen,Jetta,87820.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,25088,7.8,5.9,2.4,4.0,Inline,2
2013,Subaru,BRZ,176690.0,Coupe,Manual,RWD,white,black,4,2,gasoline,19185,10.8,8.7,2.4,4.0,Inline,1
2005,Chrysler,Crossfire,126850.0,Coupe,Manual,RWD,silver,black,5,2,gasoline,22048,10.8,8.7,2.4,4.0,Inline,2
2012,BMW,128I,208000.0,Coupe,Automatic,RWD,black,black,5,4,gasoline,3076,10.8,7.0,2.4,6.0,Inline,3
2023,Mazda,CX-30,100.0,SUV,Automatic,4X4,black,black,5,4,gasoline,25287,9.0,7.1,2.5,4.0,Inline,3
2023,Buick,Encore,154.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,16891,9.0,8.3,1.3,3.0,Inline,4
2017,Acura,RDX,95750.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,13397,12.4,8.7,3.5,4.0,Other,3
2017,Subaru,Outback,75488.0,Wagon,CVT,4X4,black,black,5,4,gasoline,10198,12.0,8.7,2.4,6.0,Inline,4
2022,Mitsubishi,RVR,2406.0,SUV,CVT,4X4,red,black,5,2,gasoline,32137,10.3,8.3,2.4,4.0,Inline,1
2012,Ford,Fusion,187500.0,Sedan,Automatic,FWD,white,beige,5,4,gasoline,9364,10.6,7.0,2.4,6.0,V-Engine,1
2017,Audi,A4,72996.0,Sedan,Automatic,4X4,brown,black,5,4,gasoline,27259,9.8,7.7,2.0,4.0,Inline,2
2023,Jeep,Wrangler,11.0,SUV,Automatic,4X4,white,black,5,4,gasoline,63441,10.8,8.7,2.0,4.0,Inline,2
2018,BMW,5,63000.0,Sedan,Automatic,4X4,blue,black,5,4,hybrid,25672,10.8,8.7,2.4,4.0,Inline,3
2017,GMC,Savana,119850.0,Van,Automatic,RWD,white,gray,2,3,gasoline,22445,10.8,8.7,2.4,8.0,Inline,3
2010,Hyundai,Santa,293000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,5347,10.8,8.7,2.4,4.0,Inline,3
2023,Volvo,S60,50.0,Sedan,Automatic,4X4,black,gray,5,4,gasoline,69773,10.8,8.7,2.0,4.0,Inline,2
2019,Audi,Q5,97000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,10799,10.9,8.7,2.4,4.0,Inline,4
1997,Honda,CR-V,337200.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,4483,10.8,8.7,2.4,4.0,Inline,1
2023,Chevrolet,Silverado,10.0,Truck,Automatic,4X4,white,black,5,4,gasoline,27318,15.8,13.2,5.3,8.0,V-Engine,4
2019,BMW,i8,28226.0,Convertible,Automatic,4X4,white,black,5,4,hybrid,37921,9.2,8.0,2.4,3.0,Inline,4
2023,BMW,3,90.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,70819,9.8,7.0,2.4,4.0,Inline,1
2023,Ford,Bronco,1.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,20056,9.3,8.4,1.5,4.0,Other,4
2015,Jeep,Grand,229132.0,SUV,Automatic,4X4,black,black,5,4,diesel,9645,10.8,8.7,2.4,6.0,V-Engine,4
2019,Audi,Q3,68604.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37974,12.3,8.6,2.4,4.0,Inline,2
2015,Hyundai,Sonata,152422.0,Sedan,Automatic,FWD,other,black,5,4,gasoline,9342,9.8,6.7,2.4,4.0,Other,3
2021,Nissan,Qashqai,84000.0,SUV,CVT,4X4,white,black,5,4,gasoline,11415,9.0,7.6,2.4,4.0,Inline,4
2019,Ford,Super,62854.0,SUV,Automatic,4X4,white,black,5,4,gasoline,83040,10.8,8.7,2.4,4.0,Inline,1
2020,Nissan,Altima,79000.0,Sedan,CVT,4X4,white,black,5,4,gasoline,28923,9.0,6.5,2.4,4.0,Inline,2
